inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow1redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow3redo,0
inflow10redo,0
inflow10redo,926
inflow10redo,1193
inflow10redo,0
inflow10redo,0
inflow10redo,1027
inflow10redo,0
inflow10redo,0
inflow10redo,0
inflow10redo,0
inflow10redo,0
inflow10redo,0
inflow10redo,0
inflow10redo,1135
inflow10redo,0
inflow10redo,0
inflow10redo,599
inflow10redo,0
inflow10redo,0
inflow10redo,824
inflow10redo,0
inflow10redo,1097
inflow10redo,942
inflow10redo,0
inflow10redo,0
inflow10redo,0
inflow10redo,959
inflow10redo,1242
inflow10redo,0
inflow10redo,827
inflow30,1054
inflow30,958
inflow30,777
inflow30,1186
inflow30,848
inflow30,1665
inflow30,1838
inflow30,1836
inflow30,2888
inflow30,1372
inflow30,862
inflow30,1863
inflow30,1546
inflow30,1403
inflow30,893
inflow30,954
inflow30,0
inflow30,1714
inflow30,0
inflow30,1169
inflow30,1868
inflow30,0
inflow30,2932
inflow30,0
inflow30,997
inflow30,915
inflow30,1698
inflow30,0
inflow30,1218
inflow30,0
inflow100,3375
inflow100,0
inflow100,3290
inflow100,0
inflow100,3042
inflow100,3253
inflow100,0
inflow100,1730
inflow100,3308
inflow100,0
inflow100,1490
inflow100,1456
inflow100,0
inflow100,3391
inflow100,0
inflow100,3372
inflow100,1216
inflow100,2069
inflow100,1858
inflow100,1668
inflow100,0
inflow100,1905
inflow100,3163
inflow100,2180
inflow100,3094
inflow100,1875
inflow100,3322
inflow100,0
inflow100,2113
inflow100,0
inflow300,3318
inflow300,3294
inflow300,3332
inflow300,1882
inflow300,3244
inflow300,2849
inflow300,1906
inflow300,3007
inflow300,3181
inflow300,3310
inflow300,3275
inflow300,2886
inflow300,3180
inflow300,0
inflow300,3267
inflow300,1456
inflow300,3200
inflow300,3117
inflow300,3358
inflow300,1405
inflow300,3337
inflow300,3308
inflow300,1863
inflow300,1435
inflow300,3207
inflow300,0
inflow300,0
inflow300,0
inflow300,1963
inflow300,3250
inflow1000,3279
inflow1000,0
inflow1000,0
inflow1000,0
inflow1000,0
inflow1000,3168
inflow1000,0
inflow1000,3366
inflow1000,3239
inflow1000,0
inflow1000,3365
inflow1000,0
inflow1000,3216
inflow1000,0
inflow1000,0
inflow1000,0
inflow1000,3409
inflow1000,0
inflow1000,0
inflow1000,3413
inflow1000,0
inflow1000,3316
inflow1000,0
inflow1000,0
inflow1000,3336
inflow1000,3150
inflow1000,0
inflow1000,3226
inflow1000,0
inflow1000,0
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,3341
inflow3000,3369
inflow3000,0
inflow3000,0
inflow3000,3370
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,3147
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,0
inflow3000,3376
inflow3000,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,3261
inflowInfinite,0
inflowInfinite,3181
inflowInfinite,3159
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,3261
inflowInfinite,0
inflowInfinite,0
inflowInfinite,3341
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,0
inflowInfinite,3194
inflowInfinite,0
